Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
Kosovo,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2016,n/a,n/a,n/a,0.493,-3.729,0.714,1.113,10.511,0.453,0.09,6.577,3.55,3.673,0.508,-0.441,-0.134,1.295,0.496,2.893,1.178,1.632,1.922,2019
Kosovo,Unemployment rate,Percent of total labor force,,Source: No labor data submitted for Kosovo Latest actual data: 2019 Primary domestic currency: Euro Data last updated: 04/2020,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.9,30,35.3,32.9,27.5,30.5,29.6,25.7,n/a,n/a,2019
Kosovo,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Includes IFI and privatization-proceed financed capital projects, which are not part of the ""fiscal rule"" definition. Fiscal assumptions: Authorities Budget and medium-term expenditure framework as well as staff expectations. Start/end months of reporting year: January/December GFS Manual used: Other Basis of recording: Cash General government includes: Central Government; Local Government; Other; Valuation of public debt: Face value",-3.341,2.922,3.445,1.59,-4.732,-2.341,2.712,6.858,0.036,1.417,-1.119,-1.161,-2.302,-3.26,-2.545,-1.94,-1.474,-1.356,-2.859,-2.845,-4.818,-2.714,2019
Kosovo,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-3.874,-7.425,-7.942,-8.775,-7.139,-8.214,-7.245,-6.181,-11.871,-9.183,-11.724,-12.699,-5.794,-3.361,-6.908,-8.562,-7.931,-5.435,-7.565,-5.499,-7.401,-5.132,2019
Moldova,"Gross domestic product, constant prices",Percent change,,Source: National Statistics Office Latest actual data: 2018 Notes: National accounts data from 2010 onwards sourced from the latest update by the National Bureau of Statistics. National accounts data prior to 2010 have been backspliced by IMF staff. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995. The National Statistics Office is using 2010 as a base year while this submission is based on 1995. Chain-weighted: No,2.1,6.1,7.8,6.6,7.4,7.5,4.8,3,7.8,-6,7.1,5.818,-0.59,9.044,5,-0.338,4.409,4.691,4.002,3.58,-3,4.1,2018
Moldova,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,Source: National Statistics Office Latest actual data: 2018 Notes: National accounts data from 2010 onwards sourced from the latest update by the National Bureau of Statistics. National accounts data prior to 2010 have been backspliced by IMF staff. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995. The National Statistics Office is using 2010 as a base year while this submission is based on 1995. Chain-weighted: No,8.138,8.823,9.662,10.491,11.571,12.826,13.848,14.647,16.097,15.246,16.519,17.845,18.08,20.061,21.454,21.604,22.79,24.309,25.897,27.292,26.642,28.275,2018
Moldova,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,Source: National Statistics Office Latest actual data: 2018 Notes: National accounts data from 2010 onwards sourced from the latest update by the National Bureau of Statistics. National accounts data prior to 2010 have been backspliced by IMF staff. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995. The National Statistics Office is using 2010 as a base year while this submission is based on 1995. Chain-weighted: No,2.352,6.313,8.083,6.921,7.609,7.814,5.058,3.242,7.957,-5.899,7.198,5.845,-0.589,9.101,5.073,0.522,5.159,6.364,5.891,5.459,-3,5.988,2018
Moldova,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 1992,31.206,9.641,5.219,11.667,12.426,11.851,12.707,12.382,12.704,0.006,7.358,7.65,4.558,4.569,5.058,9.628,6.382,6.576,3.059,4.849,2.778,2.255,2018
Moldova,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2018 Harmonized prices: No Frequency of source data: Monthly Base year: 1992,18.5,6.4,4.441,15.697,12.464,10.037,14.081,13.111,7.339,0.441,8.081,7.779,3.954,5.177,4.68,13.528,2.368,7.334,0.9,7.5,0.5,6,2018
Moldova,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Moldovan leu Data last updated: 04/2020,8.5,7.3,6.8,7.9,8.1,7.3,7.4,5.1,4,6.4,7.4,6.7,5.6,5.1,3.9,5.016,4.226,4.13,3.022,3.022,3.022,5,2018
Moldova,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2018 Fiscal assumptions: Various bases and  growth rates for GDP, consumption , import, wages, energy prices, demographic changes. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Local Government;. Total Debt reflects the Public and Publicly Guaranteed Debt that includes General Government direct and guaranteed debt, non-financial public corporation's debt, and Central Bank liabilities to the IMF. Expenditure arrears and guarantees issued in 2014 and 2015 are included under General Government debt. Local government debt and non-financial public corporation's debt is recorded starting from 2007 and is available for maturities longer than one year. Valuation of public debt: Nominal value",-3.546,-0.345,-1.179,0.47,0.593,1.441,-0.419,0.148,-0.871,-6.383,-2.178,-2.05,-1.931,-1.565,-1.585,-1.943,-1.758,-0.807,-1.057,-1.515,-5.5,-3.3,2018
Moldova,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-7.47,-1.808,-1.191,-6.57,-1.776,-7.556,-11.337,-15.248,-16.112,-8.923,-6.901,-10.121,-7.391,-5.163,-5.976,-5.991,-3.497,-5.743,-10.712,-8.853,-8.28,-10.079,2018
Montenegro,"Gross domestic product, constant prices",Percent change,,Source: National Statistics Office. MONSTAT Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No,n/a,1.1,1.9,2.5,4.4,4.2,8.6,6.8,7.2,-5.8,2.7,3.2,-2.724,3.549,1.784,3.39,2.949,4.716,5.078,3.609,-8.976,6.472,2018
Montenegro,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,Source: National Statistics Office. MONSTAT Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No,4.939,5.103,5.282,5.515,5.912,6.353,7.108,7.795,8.519,8.086,8.401,8.851,8.775,9.246,9.585,10.013,10.415,11.112,11.96,12.608,11.549,12.537,2018
Montenegro,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,Source: National Statistics Office. MONSTAT Latest actual data: 2018 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No,n/a,0.701,1.499,2.081,4.213,4.047,8.476,6.644,7.009,-5.998,2.518,3.084,-2.802,3.449,1.685,3.324,2.933,4.7,5.112,3.542,-9.035,6.404,2018
Montenegro,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office. MONSTAT Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1999. 1999 for CPI (eop) and CPI (pa); 2008 for Core CPI,29.864,23.729,19.701,7.502,3.099,3.446,2.116,3.365,9,3.551,0.381,3.451,4.141,2.207,-0.714,1.549,-0.258,2.373,2.604,0.366,0.659,0.88,2019
Montenegro,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office. MONSTAT Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1999. 1999 for CPI (eop) and CPI (pa); 2008 for Core CPI,25.69,27.86,9.361,6.23,4.164,1.8,2.8,7.7,7.2,1.5,0.444,3.646,5.117,0.304,-0.303,1.42,1,1.881,1.652,1.052,0.355,1.205,2019
Montenegro,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,General government net lending/borrowing,Percent of GDP,,Source: Ministry of Finance or Treasury Latest actual data: 2019 Fiscal assumptions: Authorities' budget and medium-term projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. 2001 used for stock data. Other fiscal data uses: Government Finance Statistics Manual (GFSM) 1986. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Net debt data is available only for the most recent years due to unavailability of earlier data.,n/a,n/a,-1.439,-4.05,-2.45,-1.414,4.331,8.431,-2.296,-6.712,-4.869,-6.734,-5.843,-4.491,-0.698,-5.997,-6.178,-6.914,-6.541,-3.592,-10.849,-2.804,2019
Montenegro,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",n/a,-13.628,-11.505,-6.865,-7.176,-16.626,-31.654,-40.07,-49.471,-27.732,-20.31,-14.777,-15.28,-11.391,-12.41,-10.991,-16.235,-16.085,-17.001,-15.143,-17.949,-13.975,2019
North Macedonia,"Gross domestic product, constant prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No,4.539,-3.067,1.494,2.223,4.674,4.724,5.137,6.473,5.472,-0.359,3.359,2.34,-0.456,2.925,3.629,3.856,2.848,1.082,2.72,3.551,-4,7,2019
North Macedonia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No,14.414,14.278,14.721,15.328,16.476,17.792,19.272,21.07,22.656,22.747,23.785,24.85,25.211,26.403,27.868,29.244,30.388,31.295,32.93,34.694,33.517,36.563,2019
North Macedonia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No,4.136,-3.385,1.213,1.984,4.359,4.502,4.875,6.305,5.295,-0.558,3.13,2.215,-0.577,2.752,3.459,3.75,2.728,1.004,2.641,3.471,-4,7,2019
North Macedonia,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,6.608,5.199,2.314,1.105,-0.659,-0.57,3.272,2.794,7.522,-0.739,1.508,3.905,3.317,2.785,-0.282,-0.3,-0.239,1.352,1.458,0.766,-0.907,0.833,2019
North Macedonia,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,5.836,3.96,0.806,2.677,-2.167,1.092,3.117,6.153,4.052,-1.42,3.032,2.784,4.69,1.35,-0.5,-0.35,-0.21,2.382,0.84,0.434,-0.4,1,2019
North Macedonia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Macedonian denar Data last updated: 04/2020,31.727,30.515,31.944,36.687,37.15,37.25,36.025,34.925,33.775,32.175,32.05,31.375,31,29,28.025,26.05,23.75,22.375,20.725,17.25,20.387,18.982,2018
North Macedonia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Due to limited data on government assets, our net debt currently reflects gross debt net of government deposits. Fiscal assumptions: Budget forecast and medium term projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. Lending minus repayment is included in total expenditures Basis of recording: Cash General government includes: Central Government; State Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans",2.375,-5.882,-5.242,-0.072,0.374,0.213,-0.508,0.577,-0.928,-2.628,-2.411,-2.474,-3.807,-3.836,-4.195,-3.475,-2.702,-2.74,-1.763,-1.954,-6.505,-3.052,2019
North Macedonia,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-1.791,-6.694,-8.927,-3.881,-7.914,-2.439,-0.427,-6.925,-12.802,-6.773,-2.028,-2.508,-3.164,-1.646,-0.505,-1.953,-2.852,-1.051,-0.139,-2.765,-2.172,-1.305,2019
Poland,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",4.26,1.205,1.443,3.562,5.136,3.493,6.179,7.035,4.25,2.82,3.608,5.017,1.608,1.392,3.318,3.839,3.064,4.938,5.148,4.095,-4.579,4.232,2019
Poland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",445.905,461.177,475.236,501.305,541.239,577.593,631.845,694.465,738.058,764.658,801.475,859.27,889.833,918.048,966.067,"1,013.60","1,055.47","1,128.45","1,215.45","1,287.28","1,236.13","1,313.57",2019
Poland,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",5.36,1.23,1.475,3.627,5.212,3.539,6.226,7.124,4.277,2.766,3.915,4.907,1.605,1.395,3.44,3.873,3.168,4.922,5.138,4.105,-4.519,4.316,2019
Poland,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1998. Quarterly index has base January 2011.,10.1,5.5,1.9,0.842,3.492,2.133,1.033,2.492,4.217,3.45,2.583,4.267,3.7,0.9,-0.025,-0.933,-0.583,1.975,1.6,2.308,3.225,2.58,2019
Poland,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 1998. Quarterly index has base January 2011.,8.5,3.6,0.8,1.7,4.4,0.7,1.4,4,3.3,3.5,3.1,4.6,2.4,0.7,-1,-0.5,0.8,2.1,1.1,3.4,2.149,2.543,2019
Poland,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: National definition Primary domestic currency: Polish zloty Data last updated: 04/2020,16.087,18.242,19.934,19.643,18.974,17.745,13.843,9.604,7.119,8.169,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.846,3.279,9.919,8.032,2019
Poland,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Eurostat Latest actual data: 2018 Notes: gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Data is on a ESA-95 2004 and prior. Data is on ESA-2010 beginning 2005 (accrual) basis. Projections are based on the 2020 budget and take into account any subsequent legislated fiscal measures. Announced but not legislated fiscal measures are not reflected in the projections. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value",-2.965,-4.759,-4.819,-6.043,-5.047,-3.962,-3.557,-1.853,-3.6,-7.253,-7.397,-4.88,-3.742,-4.182,-3.646,-2.616,-2.369,-1.459,-0.238,-0.708,-6.734,-3.511,2018
Poland,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-6.039,-3.122,-2.79,-2.516,-5.418,-2.599,-4.024,-6.385,-6.711,-4.058,-5.393,-5.169,-3.708,-1.279,-2.092,-0.55,-0.519,0.019,-0.994,0.489,0.159,0.1,2019
Romania,"Gross domestic product, constant prices",Percent change,,"Source: Haver Analytics. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000",2.921,5.218,5.703,2.341,10.428,4.668,8.029,7.234,9.307,-5.517,-3.901,2.007,2.077,3.515,3.411,3.872,4.801,7.111,4.437,4.078,-5,3.9,2019
Romania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: Haver Analytics. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000",178.627,192.07,206.236,214.984,243.794,263.122,292.851,322.471,359.341,342.103,332.588,346.35,360.326,379.533,399.742,419.541,444.236,484.788,518.633,549.195,525.051,556.164,2019
Romania,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: Haver Analytics. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000",3.025,5.344,8.679,3.133,10.974,5.347,8.666,7.876,11.93,-4.615,-3.212,2.49,2.601,3.907,3.758,4.277,5.41,7.748,5.043,4.751,-4.994,3.906,2019
Romania,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,45.667,34.454,22.498,15.37,11.855,8.995,6.591,4.834,7.846,5.584,6.113,5.795,3.339,4.002,1.076,-0.596,-1.555,1.344,4.631,3.825,2.245,1.455,2019
Romania,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2010,40.71,30.193,17.89,14.241,9.158,8.717,4.879,6.561,6.3,4.751,7.978,3.133,4.964,1.569,0.828,-0.947,-0.534,3.32,3.261,4.047,1.388,1.937,2019
Romania,Unemployment rate,Percent of total labor force,,"Source: Haver Analytics. Formally, Eurostat. Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Romanian leu Data last updated: 04/2020",7.646,7.331,8.288,7.838,8.027,7.153,7.144,6.314,5.544,6.284,6.971,7.146,6.794,7.096,6.802,6.812,5.902,4.927,4.187,3.912,10.1,6,2019
Romania,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt: gross debt excluding guarantees (calculated using the national presentation, i.e. GEO no 64/2007). Net debt: gross debt excluding guarantees (calculated using the national presentation, i.e. GEO no 64/2007), adjusted for currency and deposits, debt securities and loans of general government. Fiscal assumptions: The fiscal projections for 2020 reflect legislated changes up to the end of 2019. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Fiscal sector records on a majority-accrual basis, except with respect to WEO indicators, which are recorded on a GFS-01 cash basis. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Other;. Also includes Road Company and Health and Employment Funds. Valuation of public debt: Face value",-3.988,-3.201,-2.595,-2.286,-3.393,-0.69,-1.36,-3.046,-4.605,-6.858,-6.365,-4.262,-2.488,-2.482,-1.719,-1.352,-2.392,-2.832,-2.819,-4.583,-8.867,-6.992,2019
Romania,Current account balance,Percent of GDP,,"Source: Haver Analytics. Formally, the National Bank of Romania. Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-2.607,-3.182,-2.673,-4.676,-7.589,-8.76,-10.511,-13.583,-11.526,-4.654,-5.144,-5.007,-4.794,-0.766,-0.16,-0.591,-1.382,-2.784,-4.381,-4.719,-5.504,-4.685,2019
Russia,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: Gross capital formation includes statistical discrepancy. National accounts manual used: System of National Accounts (SNA) 2008. SNA 2008 for 2014 and combination of SNA 1993/2008 for 2011-2013. Prior to 2011 SNA 1993. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016. The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP prior to Q1 2016 by using the growth rates of the old series in 2011 prices. Chain-weighted: Yes, from 1995",10.046,5.091,4.744,7.349,7.176,6.376,8.154,8.535,5.248,-7.821,4.503,5.066,3.7,1.8,0.7,-1.955,0.286,1.794,2.535,1.336,-5.466,3.496,2019
Russia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 Notes: Gross capital formation includes statistical discrepancy. National accounts manual used: System of National Accounts (SNA) 2008. SNA 2008 for 2014 and combination of SNA 1993/2008 for 2011-2013. Prior to 2011 SNA 1993. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016. The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP prior to Q1 2016 by using the growth rates of the old series in 2011 prices. Chain-weighted: Yes, from 1995","1,638.20","1,759.35","1,871.97","2,046.85","2,252.79","2,471.07","2,753.43","3,068.73","3,292.58","3,058.21","3,233.18","3,467.94","3,665.23","3,796.67","3,894.00","3,857.64","3,908.74","4,053.81","4,257.84","4,389.96","4,176.35","4,406.63",2019
Russia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 Notes: Gross capital formation includes statistical discrepancy. National accounts manual used: System of National Accounts (SNA) 2008. SNA 2008 for 2014 and combination of SNA 1993/2008 for 2011-2013. Prior to 2011 SNA 1993. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016. The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP prior to Q1 2016 by using the growth rates of the old series in 2011 prices. Chain-weighted: Yes, from 1995",10.497,5.887,4.889,7.87,7.548,6.822,8.457,8.535,5.321,-7.885,4.43,4.993,3.483,1.517,-1.09,-2.089,0.081,1.725,2.605,1.385,-5.395,3.604,2019
Russia,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2015,20.799,21.477,15.789,13.663,10.889,12.685,9.669,9.007,14.111,11.647,6.849,8.44,5.075,6.754,7.823,15.534,7.042,3.683,2.878,4.47,3.088,2.988,2019
Russia,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2015,20.2,18.584,15.056,11.988,11.741,10.915,8.996,11.869,13.282,8.797,8.777,6.101,6.576,6.45,11.362,12.908,5.375,2.523,4.269,3.046,3.793,2.887,2019
Russia,Unemployment rate,Percent of total labor force,,Source: Haver Analytics Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Russian ruble Data last updated: 04/2020,10.558,8.942,8.042,8.233,7.733,7.15,7.05,6.025,6.233,8.242,7.358,6.508,5.45,5.5,5.158,5.575,5.525,5.2,4.8,4.6,4.931,4.81,2019
Russia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Fiscal assumptions: Projections for 2019?25 are based on the new oil price rule, with adjustments by IMF staff. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Cash is reported on a high frequency basis, accrual is reported on an annual basis with a significant lag. General government includes: Central Government; State Government; Social Security Funds; Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable",3.105,2.989,0.672,1.349,4.572,7.592,7.798,5.582,4.547,-5.885,-3.192,1.431,0.383,-1.162,-1.07,-3.386,-3.67,-1.469,2.91,1.934,-4.841,-3.009,2019
Russia,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",16.301,9.751,7.417,7.18,9.241,10.307,8.698,5.182,5.836,3.855,4.125,4.752,3.257,1.459,2.795,4.996,1.92,2.059,6.832,3.822,0.702,0.583,2019
Serbia,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014). GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",7.759,4.993,7.116,4.415,9.047,10.154,5.108,6.44,5.656,-2.732,0.731,2.036,-0.682,2.893,-1.59,1.776,3.34,2.049,4.392,4.187,-3.016,7.474,2019
Serbia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014). GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",46.247,49.621,53.992,57.423,64.304,73.04,79.094,86.449,93.114,91.261,93,96.876,98.061,102.667,102.905,105.824,110.491,114.879,122.846,130.222,127.096,139.258,2019
Serbia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014). GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010",8.104,5.173,7.164,4.687,9.301,10.486,5.522,6.872,6.106,-2.341,1.137,2.811,-0.199,3.394,-1.11,2.299,3.883,2.594,4.964,4.469,-2.627,7.906,2019
Serbia,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 Harmonized prices: No. Since January 2007, before retail prices approximating CPI by applying CPI weights. Frequency of source data: Monthly Base year: 2006. For the period, 2010-2014 cost structure weights are taken from the comprehensive results of the survey ?Structures of operational income and expenditures of legal entities and unincorporated enterprises?. For the years 2015 and onwards weights have been updated with new results obtained through the ad hoc SBS survey.",70,80.744,8.868,2.901,10.602,16.253,10.732,6.002,12.411,8.117,6.143,11.137,7.33,7.694,2.082,1.392,1.122,3.131,1.96,1.85,1.437,1.938,2019
Serbia,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 Harmonized prices: No. Since January 2007, before retail prices approximating CPI by applying CPI weights. Frequency of source data: Monthly Base year: 2006. For the period, 2010-2014 cost structure weights are taken from the comprehensive results of the survey ?Structures of operational income and expenditures of legal entities and unincorporated enterprises?. For the years 2015 and onwards weights have been updated with new results obtained through the ad hoc SBS survey.",111.959,26.258,2.508,4.107,14.202,15.839,5.718,11.025,8.584,6.601,10.245,7.004,12.184,2.195,1.752,1.556,1.532,3.017,1.987,1.85,1.55,2,2019
