Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
Greece,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995",3.92,4.132,3.923,5.795,5.061,0.599,5.652,3.274,-0.335,-4.301,-5.478,-9.132,-7.3,-3.242,0.74,-0.438,-0.191,1.505,1.934,1.87,-10.04,5.064,2019
Greece,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995",219.741,233.839,246.856,266.01,286.996,297.707,324.054,343.653,349.162,336.694,321.957,298.666,282.173,277.816,285.051,286.758,289.175,299.055,312.267,323.653,293.009,313.849,2019
Greece,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995",3.651,3.552,3.424,5.528,4.825,0.328,5.318,2.981,-0.56,-4.592,-5.687,-9.166,-6.991,-2.514,1.448,0.193,0.497,1.652,2.191,2.028,-9.821,5.333,2019
Greece,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005",2.897,3.642,3.921,3.45,3.02,3.486,3.314,2.989,4.23,1.347,4.704,3.118,1.035,-0.854,-1.394,-1.094,0.013,1.138,0.774,0.517,-0.456,1.015,2019
Greece,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005",3.669,3.525,3.498,3.098,3.129,3.504,3.199,3.855,2.193,2.549,5.158,2.177,0.318,-1.816,-2.535,0.392,0.29,0.967,0.632,1.05,-0.637,1.365,2019
Greece,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The historical data source for unit labor costs in manufacturing is eurostat. Employment type: National definition Primary domestic currency: Euro Data last updated: 04/2020",11.35,10.775,10.35,9.775,10.6,10,9,8.4,7.75,9.6,12.725,17.85,24.425,27.475,26.5,24.9,23.55,21.45,19.3,17.3,22.328,18.987,2019
Greece,General government net lending/borrowing,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2018 Fiscal assumptions: Greece?s general government primary balance estimate for 2019 is based on the preliminary budget execution data by the Greek authorities. Historical data since 2010 reflect adjustments in line with the primary balance definition under the enhanced surveillance framework for Greece. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual. Data in line with ESA-2010. General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. General debt data, including historical data, are provisional and subject to revisions. Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-4.063,-5.466,-6.024,-7.83,-8.828,-6.188,-5.946,-6.707,-10.176,-15.148,-11.197,-10.279,-6.556,-3.622,-4.07,-2.771,0.555,1.047,0.868,0.39,-8.974,-7.907,2018
Greece,Current account balance,Percent of GDP,,"Source: Central Bank. Formally, the Bank of Greece. Latest actual data: 2019 Notes: The current account balance/primary income are revised by staff to include the deferred interest payments. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-5.927,-6.887,-6.254,-6.296,-5.532,-7.347,-10.86,-13.921,-14.481,-10.87,-9.957,-9.966,-2.434,-2.55,-2.345,-1.496,-2.346,-2.527,-3.475,-2.107,-6.498,-3.386,2019
Ireland,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995",9.469,5.308,5.943,3.049,6.785,5.742,5.073,5.291,-4.548,-5.105,1.761,0.339,0.227,1.352,8.527,25.121,3.678,8.155,8.307,5.543,-6.781,6.274,2019
Ireland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995",123.657,133.077,143.217,150.324,164.844,179.739,194.572,210.37,204.708,195.738,201.506,206.413,210.85,217.45,240.359,303.871,318.31,350.751,389.143,417.875,392.014,424.732,2019
Ireland,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995",7.897,3.679,4.133,1.382,4.74,3.221,2.132,2.352,-6.048,-5.756,1.294,-0.026,-0.213,0.789,7.669,23.886,2.43,6.94,6.967,4.18,-7.886,5.274,2019
Ireland,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,5.302,3.987,4.686,4.01,2.3,2.201,2.665,2.898,3.119,-1.684,-1.619,1.195,1.892,0.538,0.301,-0.033,-0.192,0.251,0.708,0.877,0.4,1.7,2019
Ireland,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,4.806,4.331,4.518,3.037,2.381,1.993,3.04,3.267,1.327,-2.518,-0.207,1.449,1.735,0.301,-0.3,0.301,-0.2,0.501,0.798,0,1.492,1.8,2019
Ireland,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Labor Force Survey (LFS) and is the average of the quarterly observations. Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020",4.483,4.183,4.733,4.842,4.733,4.633,4.775,5.008,6.8,12.617,14.592,15.417,15.5,13.775,11.9,9.95,8.392,6.733,5.75,4.992,12.109,7.866,2019
Ireland,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Eurostat Latest actual data: 2018 Fiscal assumptions: Fiscal projections are based on the country's Budget 2020. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Net debt is defined as gross debt less currency and deposits, debt securities, and loans.",4.853,0.954,-0.526,0.34,1.294,1.566,2.769,0.263,-7.019,-13.826,-32.066,-12.847,-8.099,-6.181,-3.653,-1.951,-0.693,-0.305,0.052,0.302,-5.239,-0.76,2018
Ireland,Current account balance,Percent of GDP,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",0.615,0.179,0.247,0.492,-0.098,-3.543,-5.351,-6.507,-6.239,-4.651,-1.195,-1.646,-3.391,1.554,1.076,4.402,-4.191,0.491,10.585,-9.457,6.265,5.309,2019
Italy,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980",3.787,1.951,0.254,0.139,1.424,0.818,1.791,1.487,-0.962,-5.281,1.713,0.707,-2.981,-1.841,-0.005,0.778,1.293,1.668,0.798,0.301,-9.134,4.83,2019
Italy,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980","1,643.47","1,712.29","1,743.80","1,778.64","1,852.53","1,925.85","2,019.66","2,104.76","2,125.06","2,028.18","2,086.97","2,145.63","2,121.60","2,119.08","2,158.20","2,197.64","2,249.11","2,329.69","2,405.50","2,454.81","2,244.77","2,399.06",2019
Italy,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980",3.761,1.885,0.187,-0.214,0.676,0.054,1.351,1.099,-1.791,-5.942,1.274,0.296,-3.329,-2.396,-0.453,0.757,1.511,1.796,0.974,0.508,-8.943,5.048,2019
Italy,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.58,2.324,2.612,2.813,2.257,2.207,2.229,2.025,3.492,0.765,1.62,2.935,3.315,1.245,0.234,0.108,-0.05,1.326,1.243,0.634,0.24,0.655,2019
Italy,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.736,2.264,2.995,2.528,2.343,2.048,2.125,2.775,2.362,1.099,2.065,3.727,2.567,0.601,0,0.1,0.497,0.989,1.175,0.484,0.24,0.655,2019
Italy,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020,10.1,9.1,8.608,8.45,7.975,7.683,6.792,6.125,6.742,7.733,8.35,8.392,10.683,12.133,12.608,11.917,11.667,11.267,10.625,9.95,12.7,10.5,2019
Italy,General government net lending/borrowing,Percent of GDP,,Source: National Statistics Office Latest actual data: 2019 Fiscal assumptions: The IMF staff?s estimates and projections are informed by the fiscal plans included in the government?s 2020 budget and announced measures since the outbreak of COVID-19. IMF staff assumes that the automatic value-added tax (VAT) hikes for future years will be canceled. The stock of maturing postal saving bonds (BPF) is included in the debt projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans,-2.423,-3.19,-2.869,-3.218,-3.479,-4.083,-3.617,-1.34,-2.564,-5.121,-4.24,-3.593,-2.945,-2.854,-2.954,-2.552,-2.404,-2.445,-2.199,-1.639,-8.339,-3.474,2019
Italy,Current account balance,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-0.273,0.155,-0.498,-0.787,-0.482,-0.883,-1.476,-1.367,-2.795,-1.885,-3.295,-2.825,-0.231,1.109,1.899,1.421,2.594,2.575,2.492,2.957,3.051,3.05,2019
Latvia,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995",5.595,6.319,7.116,8.436,8.341,10.743,11.888,10.011,-3.346,-14.238,-4.473,6.285,4.134,2.328,1.915,3.261,1.774,3.787,4.285,2.197,-8.608,8.285,2019
Latvia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995",21.331,23.177,25.219,27.854,30.99,35.388,40.794,46.083,45.407,39.239,37.92,41.146,43.669,45.469,47.198,49.244,50.636,53.544,57.199,59.475,54.7,60.387,2019
Latvia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995",6.373,7.599,8.613,9.453,9.43,12.062,12.985,10.959,-2.595,-13.089,-2.567,8.637,5.651,3.389,3.054,4.06,2.66,4.79,5.133,2.505,-8.425,8.502,2019
Latvia,"Inflation, average consumer prices",Percent change,,Source: Eurostat Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.633,2.526,1.963,2.94,6.187,6.89,6.571,10.081,15.253,3.259,-1.224,4.222,2.285,0.011,0.69,0.213,0.099,2.894,2.554,2.747,-0.293,3.023,2019
Latvia,"Inflation, end of period consumer prices",Percent change,,Source: Eurostat Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,1.743,3.173,1.451,3.583,7.334,7.127,6.74,14.024,10.398,-1.367,2.401,3.879,1.59,-0.404,0.274,0.404,2.105,2.16,2.549,2.137,0.496,2.446,2019
Latvia,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office Latest actual data: 2019 Notes: Labor statistics are based on Labor Force Survey data, which were revised in 2011 in compliance with Population and Housing Census 2011 results; data before 2011 have not been revised yet. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020",14.342,13.483,12.492,11.642,11.75,10.05,7.042,6.058,7.742,17.567,19.467,16.208,15.048,11.868,10.847,9.875,9.642,8.715,7.415,6.318,8,6.3,2019
Latvia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Public debt covers debt of the general government excluding debt of the commercial companies and institutional units, reclassified by the Central Statistical Bureau (CSB) in the general government (central and local government) sector. It does not include liabilities in the form of other accounts payable. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-2.51,-1.991,-2.512,-1.597,-0.997,-1.026,-0.459,0.597,-3.146,-6.983,-6.47,-3.185,0.175,-0.56,-1.68,-1.529,-0.4,-0.827,-0.74,-0.381,-5.169,-3.663,2019
Latvia,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-4.717,-7.534,-6.49,-7.8,-12.306,-11.857,-20.897,-20.766,-12.327,7.705,1.798,-3.233,-3.644,-2.745,-2.266,-0.884,1.436,1.019,-0.681,-0.535,-2.161,-1.458,2019
Lithuania,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2005",3.832,6.523,6.761,10.539,6.55,7.727,7.406,11.087,2.628,-14.814,1.482,6.025,3.834,3.558,3.508,2.033,2.556,4.248,3.644,3.914,-8.086,8.155,2019
Lithuania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2005",33.807,36.802,39.912,44.937,49.17,54.619,60.44,68.945,72.133,61.915,63.565,68.803,72.811,76.725,80.886,83.39,86.407,91.774,97.436,103.014,95.286,105.066,2019
Lithuania,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2019 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2005",4.565,7.404,7.621,11.441,7.753,9.497,9.134,12.415,3.689,-13.863,3.633,8.447,5.236,4.612,4.402,2.998,3.867,5.716,4.638,4.594,-7.578,8.808,2019
Lithuania,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,1.094,1.549,0.336,-1.077,1.154,2.672,3.757,5.751,11.162,4.161,1.191,4.124,3.164,1.164,0.242,-0.677,0.678,3.718,2.531,2.242,-0.254,1.67,2019
Lithuania,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,1.665,2.03,-0.895,-1.305,2.847,2.994,4.553,8.198,8.462,1.174,3.624,3.475,2.916,0.53,-0.189,-0.249,1.96,3.806,1.758,2.73,-0.254,1.67,2019
Lithuania,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Eurostat harmonized data Primary domestic currency: Euro Data last updated: 04/2020,16.375,17.362,13.737,12.441,10.884,8.324,5.778,4.248,5.827,13.787,17.814,15.39,13.366,11.77,10.699,9.119,7.861,7.073,6.146,6.3,8.9,8.1,2019
Lithuania,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2018 Notes: ?gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Fiscal projections for the current year take into account up-to-date available data. Projections for future years are passive on the basis on announced policy measures and the envisioned neutral stance by the authorities. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. This is the format of data presented by the authorities.",-3.98,-3.617,-1.794,-1.265,-1.532,-0.504,-0.447,-0.998,-3.266,-9.329,-6.919,-8.955,-3.148,-2.619,-0.665,-0.208,0.259,0.523,0.662,0.248,-7.629,-2.529,2018
Lithuania,Current account balance,Percent of GDP,,"Source: Central Bank. http://www.lbank.lt/eng/statistic/index.html. Latest actual data: 2019. Monthly data available for June 2018 Notes: Data prior to 1993 cannot be confirmed by national sources at this time. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-5.848,-4.682,-5.141,-6.799,-7.614,-7.27,-10.897,-15.482,-13.606,1.43,-1.279,-4.557,-1.411,0.835,3.168,-2.813,-0.82,0.593,0.29,4.274,6.013,4.455,2019
Luxembourg,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995. The Luxembourg statistics office (STATEC) publishes the national accounts data starting from 2000 only. Previously, the same data were published from 1995, but when the authorities moved to the ESA 2010 standard, the historical data were only revised back to 2000.",8.442,2.532,3.82,1.629,3.612,3.173,5.178,8.355,-1.279,-4.359,4.865,2.539,-0.353,3.654,4.297,4.305,4.575,1.801,3.111,2.298,-4.898,4.846,2019
Luxembourg,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995. The Luxembourg statistics office (STATEC) publishes the national accounts data starting from 2000 only. Previously, the same data were published from 1995, but when the authorities moved to the ESA 2010 standard, the historical data were only revised back to 2000.",28.33,29.685,31.306,32.407,34.481,36.683,39.751,44.229,44.512,42.896,45.507,47.638,48.38,51.028,54.206,57.128,60.36,62.604,66.125,68.824,65.868,70.407,2019
Luxembourg,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995. The Luxembourg statistics office (STATEC) publishes the national accounts data starting from 2000 only. Previously, the same data were published from 1995, but when the authorities moved to the ESA 2010 standard, the historical data were only revised back to 2000.",6.891,1.271,2.639,0.666,2.096,1.77,3.417,6.739,-2.833,-6.239,3.076,0.581,-2.823,1.302,1.899,1.845,2.163,-0.684,1.169,0.317,-6.74,2.815,2019
Luxembourg,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,3.781,2.404,2.059,2.529,3.24,3.764,2.958,2.656,4.09,0.011,2.797,3.726,2.888,1.696,0.697,0.06,0.04,2.112,2.013,1.654,0.705,1.478,2019
Luxembourg,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,4.328,0.974,2.854,2.48,3.544,3.537,2.294,4.353,0.697,2.497,3.056,3.363,2.422,1.492,-0.99,0.818,1.553,1.569,1.884,1.84,0.6,1.3,2019
Luxembourg,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020,2.383,2.208,2.492,3.292,3.692,4.075,4.225,4.183,4.142,5.45,5.8,5.667,6.096,6.821,7.075,6.63,6.25,5.84,5.1,5.4,7.717,6.796,2019
Luxembourg,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Projections are based on the authorities? best understanding of the new government?s plans for 2019 and the medium term Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",5.888,5.91,2.44,0.186,-1.283,0.078,1.936,4.151,3.32,-0.674,-0.658,0.513,0.345,0.976,1.316,1.397,1.792,1.353,2.664,2.715,-2.768,0.236,2019
Luxembourg,Current account balance,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",12.603,8.313,9.333,6.48,11.802,10.985,9.903,9.734,7.574,7.21,6.67,6.047,5.642,5.422,5.16,5.072,4.945,4.902,4.756,4.481,3.959,4.367,2019
Malta,"Gross domestic product, constant prices",Percent change,,"Source: Haver Analytics. Eurostat Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",n/a,0.608,2.982,2.544,0.442,3.785,1.828,3.987,3.347,-2.462,3.543,1.359,2.794,4.839,8.791,10.858,5.83,6.471,7.314,4.384,-2.814,7.018,2019
Malta,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: Haver Analytics. Eurostat Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",7.854,8.075,8.447,8.823,9.101,9.74,10.218,10.91,11.495,11.297,11.834,12.245,12.829,13.686,15.164,16.986,18.162,19.702,21.658,23.001,22.496,24.544,2019
Malta,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: Haver Analytics. Eurostat Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",-1.593,-0.075,2.141,1.859,-0.204,3.063,1.242,3.828,2.785,-3.197,2.768,1.124,2.165,3.607,7.039,8.269,3.31,4.185,3.839,2.424,-4.439,5.54,2019
Malta,"Inflation, average consumer prices",Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,3.037,2.514,2.614,1.931,2.726,2.522,2.576,0.697,4.684,1.84,2.041,2.513,3.227,0.979,0.771,1.176,0.9,1.261,1.741,1.523,0.582,1.933,2019
Malta,"Inflation, end of period consumer prices",Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,1.017,3.565,2.052,2.447,1.885,3.371,0.772,3.054,4.982,-0.439,4.044,1.476,2.75,1.01,0.381,1.253,0.963,1.336,1.239,1.283,0.336,2.001,2019
Malta,Unemployment rate,Percent of total labor force,,"Source: Eurostat, Labor Force Survey Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020",6.758,7.617,7.025,7.567,7.217,6.942,6.817,6.467,5.975,6.883,6.842,6.392,6.2,6.108,5.733,5.392,4.7,4,3.667,3.425,5,4.4,2018
Malta,General government net lending/borrowing,Percent of GDP,,"Source: NSO data via Eurostat Latest actual data: 2018 Fiscal assumptions: Projections are based on the latest Stability Programme Update by the authorities and budget documents, taking also into account other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable.",-5.828,-6.526,-5.651,-9.143,-4.42,-2.614,-2.518,-2.147,-4.182,-3.239,-2.393,-2.409,-3.488,-2.426,-1.747,-1.082,0.912,3.415,1.905,1.294,-7.227,-0.446,2018
